type,client,tx,amount
dispute,66,2858751339,
withdrawal,32,3523788938,818269892551471.1738
resolve,61,1566391589,
deposit,44,3728926855,-727398705813773.3812
resolve,11,3469854718,
withdrawal,45,3716175103,-346210790279189.1052
deposit,49,1698903812,-619312331753363.9912
deposit,73,4152561940,-862888167504870.3516
deposit,46,2154656760,-483025766134227.9746
dispute,51,3463067532,
withdrawal,25,3979841761,553018060430987.9553
withdrawal,81,1057380190,617396555569773.3563
dispute,94,1021630664,
resolve,78,3308280029,
withdrawal,4,3592716994,-837556782383781.4114
deposit,66,364681627,-232951029621433.3858
resolve,2,1847981275,
resolve,9,1619296244,
resolve,9,1504048903,
resolve,26,797811832,
withdrawal,21,2402605772,241336879751444.6454
withdrawal,64,3629924936,-875014245717295.7669
withdrawal,65,2965058676,40877885295833.4703
dispute,6,917797831,
dispute,46,3573162605,
dispute,26,3606846867,
resolve,73,2290475359,
resolve,16,3071426966,
resolve,24,3836432019,
dispute,35,2881631226,
dispute,23,285365831,
withdrawal,36,4111865938,276549422328602.2145
withdrawal,98,3182680104,252061608641262.5456
resolve,85,1302551950,
withdrawal,21,1449783213,582072169661100.2257
deposit,38,3862048873,-189262911118999.2913
withdrawal,27,1412900376,-455163484261796.2432
deposit,90,263407804,646269149960332.9651
dispute,8,2772325961,
dispute,59,3532775768,
deposit,27,3689479604,99679725706181.6281
resolve,73,2850496337,
dispute,29,3106364444,
resolve,13,3836504565,
resolve,83,2951752891,
deposit,36,2538433024,14247841554664.4584
withdrawal,1,1599321826,650668903322300.5921
resolve,20,1205135509,
deposit,61,876225194,881211510516962.1535
resolve,42,3438510780,
resolve,49,1340603952,
dispute,6,308532639,
withdrawal,8,931611810,467991067678343.8299
deposit,92,896483525,-718307260647368.8939
resolve,70,2992394415,
withdrawal,71,3899232503,-607734827383831.8916
withdrawal,34,2545707012,-692694991813.3194
withdrawal,78,2961267262,-498758233761810.5128
dispute,29,1674155285,
withdrawal,90,1207262927,-814294119589708.6948
deposit,84,930883745,371808309300194.3408
resolve,99,4004598176,
withdrawal,51,2573831621,834570068891879.3688
withdrawal,57,2733657829,-620638520748129.3029
dispute,20,2288112660,
deposit,79,874404230,-379995639695728.2945
dispute,96,881351062,
deposit,89,1118720988,-352317810678515.4772
withdrawal,10,3179900417,-103951639498436.4813
deposit,44,2636745760,-918008036759754.8396
withdrawal,53,179322347,743814751167144.7500
dispute,62,3475908702,
deposit,17,2589971998,-314445109553545.1062
deposit,3,3857714957,-487972880419366.6293
dispute,92,4147261442,
dispute,88,4147031858,
dispute,81,916788850,
resolve,96,3554273517,
resolve,67,1907473518,
dispute,82,3574372904,
resolve,44,1098733367,
dispute,92,2302371130,
resolve,40,1810446714,
deposit,33,4115731724,782983851387836.0029
dispute,12,1114187299,
withdrawal,35,2395237227,419191730290891.9416
dispute,85,593979609,
withdrawal,56,3947699353,-871769637164211.3169
resolve,10,2186512991,
deposit,43,1360110528,-921030916080372.9408
withdrawal,2,527452863,13951006591184.6315
resolve,11,1681938594,
deposit,70,2121793310,-624740371237107.2158
resolve,24,3662945603,
resolve,56,1591523437,
resolve,66,1029561830,
withdrawal,14,274832599,727840989587833.0468
deposit,3,3299272332,-273091889456474.2658
resolve,4,1162520337,
resolve,50,655291111,
dispute,0,3228653940,
withdrawal,42,210019198,-551686966007861.1058
dispute,96,2469092069,
resolve,46,1647003265,
withdrawal,78,2330263933,-121010366219113.5252
withdrawal,60,4222070073,561710040436299.2174
resolve,83,2796129045,
resolve,12,863477481,
withdrawal,8,1185008491,915698396727205.8818
deposit,88,1733311011,677317417245350.2260
resolve,81,4003299905,
deposit,75,885783380,-400574124875363.1126
resolve,18,489936272,
resolve,50,313127464,
dispute,88,3640333143,
withdrawal,1,2443123395,504639498304151.0637
withdrawal,90,1303990094,750192049618606.2877
resolve,20,554733791,
deposit,31,2322436409,-814698773158168.2755
withdrawal,45,2335212763,-808047058505314.8071
resolve,83,2104943770,
deposit,69,725549236,845576287233018.9745
resolve,89,2297656059,
resolve,76,2117133604,
withdrawal,42,3829019395,-519035901323094.7760
deposit,54,3341758748,43559372399858.7190
resolve,53,321412925,
withdrawal,8,844107819,-708625739899907.7704
deposit,89,2114730277,80955215099343.4823
withdrawal,24,2485753504,292970901874643.4285
withdrawal,34,124309719,277118947732366.2887
deposit,95,3311938880,-719834500779080.3889
withdrawal,84,4181520929,-302126653623353.9858
resolve,92,2759921470,
deposit,19,647940298,667445693400108.0691
dispute,99,1662938790,
resolve,42,3230411453,
withdrawal,94,2301875508,-126545562189834.4143
deposit,65,2724405465,156090925138015.8386
withdrawal,78,2852900612,770409014111195.2923
dispute,9,1664878090,
resolve,73,521154424,
withdrawal,85,1457270951,-211631544214659.4442
resolve,17,3424622710,
withdrawal,95,953321211,-846139952723007.0186
deposit,58,1839851022,760817443786857.8917
deposit,22,650417728,465340769887752.2097
dispute,7,3123536378,
resolve,71,4090687325,
dispute,39,1614138275,
withdrawal,80,1629184208,494076723800067.7420
dispute,47,4037366757,
dispute,80,1517901013,
dispute,46,481609892,
deposit,98,4263297624,463927713042624.0329
dispute,8,4287687738,
deposit,24,3025475978,-384380772492652.9727
withdrawal,41,3962127920,-596704418137460.1436
withdrawal,97,1886407349,-518535978877587.8058
deposit,4,604823938,707804185272793.4893
dispute,61,3083713714,
deposit,97,274713033,673734357505969.8235
withdrawal,47,187971462,536570542982485.5674
resolve,31,3122563380,
dispute,90,2758916874,
deposit,11,2261564367,-584165004061052.2100
dispute,11,324425935,
deposit,59,3854468277,-75967945490259.2961
dispute,62,2660915878,
deposit,11,1407921350,375115131206890.4272
resolve,99,2813778187,
deposit,37,683137827,104965222751687.5603
dispute,54,1624474730,
dispute,12,1589761195,
dispute,52,1957637026,
deposit,24,1402193213,-126114799975521.3038
withdrawal,31,4104699828,-836482151738042.1034
withdrawal,70,3310322500,75933373259929.8422
withdrawal,97,952154535,-242111466023473.6438
deposit,12,1259403465,180919706092144.7056
dispute,96,168952250,
withdrawal,14,3108645506,698879116165148.0007
dispute,87,2062453993,
resolve,57,4001790101,
withdrawal,37,3002770306,131263970021098.0938
dispute,0,2497208602,
deposit,43,685234849,-319588343420624.4340
withdrawal,15,389036415,173831158539193.0135
withdrawal,86,2642932459,920341344779173.4112
deposit,31,4040098342,225614769292781.0899
deposit,77,348025686,463695201605768.0766
withdrawal,89,2334749074,907102458654282.4206
deposit,98,2030162957,-377872363758658.0486
deposit,82,3430403163,-192785513269557.4692
dispute,74,1659085052,
dispute,60,1068852108,
withdrawal,16,504610894,-366921645619061.1507
deposit,62,2908598403,-834244752372760.3388
withdrawal,70,2282713078,-580373818242961.1841
withdrawal,34,317371848,606505312214455.8793
deposit,55,999898165,-734431753486886.2461
deposit,29,228591662,-341094048395231.3336
withdrawal,19,3688305706,665332291196954.5536
dispute,88,1647250186,
dispute,85,2953236180,
resolve,3,1644447300,
deposit,47,368444694,659887262736652.1274
resolve,35,3898069806,
dispute,96,1769066732,
withdrawal,1,3888827979,-367130865093979.5589
resolve,86,1747599480,
resolve,65,2987230387,
withdrawal,60,3008949554,305307867709227.7919
withdrawal,78,3057276645,576142454791458.8165
withdrawal,59,1824639961,208225936882310.1121
resolve,42,2780720505,
deposit,87,2024826562,402564339850466.7774
deposit,64,1281879297,-819254604321264.4306
dispute,19,1848461838,
resolve,19,149626262,
dispute,71,3207318208,
dispute,55,2350148472,
withdrawal,7,2036708004,-215080248121554.2654
dispute,89,3498415521,
dispute,61,2306568044,
dispute,16,1901979785,
withdrawal,0,4177097355,461587724588590.6918
dispute,93,609197282,
withdrawal,31,826861705,-15783801105350.0014
withdrawal,53,1321848645,850899284973233.2068
withdrawal,60,4125409111,-760114950454854.4861
dispute,46,2299712238,
resolve,35,3967669764,
withdrawal,35,2477011500,-646762108731856.0465
withdrawal,34,2750541293,-61199613975757.7170
dispute,47,3051308745,
resolve,33,2334160743,
dispute,54,4170364601,
dispute,79,3893873305,
deposit,63,4041525839,-257886032307324.9649
deposit,43,2203055623,334147609908382.1440
deposit,82,1144341700,571067628015508.3016
dispute,6,3879214720,
withdrawal,9,2012966607,714492946630351.6864
resolve,65,2973878631,
withdrawal,40,2037088483,484050096711228.2057
deposit,32,3555430279,-98694912362842.8515
resolve,0,3467383191,
dispute,23,470722881,
resolve,50,162548265,
withdrawal,32,4023880789,-64271651383216.8852
resolve,80,3381116805,
dispute,74,1527840614,
deposit,45,3819525528,398716078987405.2071
resolve,95,338376576,
dispute,42,1226301535,
dispute,30,1817263973,
deposit,51,2159551610,86532582454210.8107
resolve,70,697840791,
deposit,99,4275001556,-865285693221537.7518
resolve,77,487843787,
deposit,90,473492593,-156214382203018.8640
resolve,61,678705994,
resolve,82,159896302,
dispute,18,3316346311,
deposit,45,3896560784,-504153115333970.1166
dispute,85,3103127868,
dispute,73,3015301277,
dispute,55,1454088758,
withdrawal,22,3491395324,904404215039656.9380
withdrawal,16,3195097735,741867404903277.7696
dispute,71,430455558,
deposit,99,4134065518,668544022600439.2532
resolve,37,3185478125,
deposit,71,3433434488,415622202702744.0587
deposit,32,1372656527,257481028058656.5088
withdrawal,9,720576306,341557149741670.3617
dispute,86,2852814324,
withdrawal,91,3077996835,403003274130468.7363
resolve,97,3585934058,
withdrawal,41,3986113162,-501863544583793.2785
resolve,52,3351661128,
dispute,80,3686981367,
withdrawal,71,3294876440,-246001578692812.5001
resolve,2,599558678,
dispute,0,3174013147,
resolve,85,1072607661,
dispute,13,2120548553,
resolve,68,2279796913,
deposit,49,743098451,-47537694881207.8081
withdrawal,19,2225748990,-683416409904149.0587
resolve,21,1516641706,
dispute,96,262324473,
resolve,88,3319915830,
dispute,71,4097867792,
withdrawal,58,2303610207,-657034958782292.9149
withdrawal,11,3374937656,388193289629207.8413
withdrawal,63,4094086443,380549892833499.5940
deposit,50,1724387787,-968087086115.1349
dispute,65,1805374187,
resolve,85,3504038680,
resolve,66,2053689277,
resolve,95,3754980583,
deposit,83,2502754113,-476562890727680.2374
dispute,65,3793585780,
deposit,74,975724373,776445604644830.7456
resolve,73,3317546704,
withdrawal,75,3157071909,825709384070334.9352
dispute,19,2536810055,
dispute,22,1010224882,
deposit,85,3980237843,574114375065933.8394
deposit,23,3074326326,96169403975952.1544
dispute,89,2750249780,
resolve,13,3192483862,
dispute,19,3117450868,
dispute,28,1002867865,
resolve,71,1373328300,
dispute,69,3470725503,
dispute,15,3679851247,
resolve,65,2173906164,
deposit,53,2602120636,-804870706767048.0991
deposit,23,173988176,-498110800299883.4656
deposit,56,2224488078,-588123981156567.1136
dispute,86,2561785460,
deposit,41,3901221504,-815975726232324.8641
deposit,2,4292317350,279827846375247.3095
deposit,68,359072512,152864018050987.0972
deposit,69,969102558,110561430907804.2980
dispute,47,2963968926,
deposit,47,3081797223,-156268388195493.7376
deposit,11,3852408058,-150274986653396.2619
deposit,30,599345283,-109964955956491.2545
withdrawal,93,4155529611,228003680878347.9413
resolve,92,1037440723,
resolve,89,4018677395,
resolve,37,1160857342,
dispute,36,2221897671,
deposit,48,3315377069,-269201620141853.4797
deposit,15,508010673,-890130437157345.7363
withdrawal,1,3641074642,-454616518603716.4268
resolve,59,4005291461,
dispute,91,1565228434,
resolve,10,1989606399,
dispute,83,1294154199,
resolve,52,748305309,
deposit,71,1394798800,365978051978789.8471
withdrawal,61,3820887502,-735569841172808.8670
dispute,95,3081395926,
dispute,8,2285990687,
withdrawal,73,3541779773,510247017608441.1695
deposit,71,81020021,-329216458260977.7811
deposit,80,1152191667,333662417553710.8358
resolve,54,3219960403,
resolve,6,3953463057,
dispute,60,4193660961,
resolve,88,567508794,
deposit,42,3479837210,-336760895435868.9223
deposit,67,625400593,889350345628525.0692
deposit,62,2138314901,370565822838121.8826
withdrawal,88,3600015675,-889697543605705.7616
withdrawal,8,1260092289,738683415175208.5457
withdrawal,51,2770354628,586285210475779.6063
deposit,84,2630114147,570890078334783.0396
dispute,13,3547943640,
withdrawal,30,1148370133,-710530395414558.7486
withdrawal,96,2313888960,-461129160110314.0519
resolve,99,3482809467,
deposit,20,3850754444,9875653271391.2411
resolve,89,946711807,
dispute,86,3826094907,
withdrawal,55,2787473031,908631432420199.0988
deposit,92,533436352,-116440435879778.7929
withdrawal,60,3002617735,410805630290973.3593
resolve,3,3997525181,
deposit,51,1157614118,-821078769522228.7624
withdrawal,63,4250793860,289946487364389.0205
deposit,54,3588618588,-473814976115825.3007
deposit,6,3929547574,907648584672559.0494
withdrawal,60,390619473,-483007930546766.2571
resolve,56,1654920235,
dispute,56,2436658948,
deposit,16,4169322232,-49795476949563.7142
resolve,28,85393917,
resolve,13,1112740704,
withdrawal,6,4086958496,266321627571312.6296
dispute,78,818402597,
withdrawal,93,3614224846,-138016805186567.1137
resolve,61,2123499488,
deposit,30,3945087453,393823090298831.9017
resolve,58,3276265517,
deposit,41,761473291,605755785386537.9216
withdrawal,15,1899895919,359329972467970.2647
resolve,43,4045805098,
deposit,30,2059471112,699419294490585.5746
dispute,24,2415673968,
dispute,46,2456896660,
withdrawal,97,255001120,-63870954750091.4252
deposit,1,1336041769,-567506459295464.8913
resolve,3,43989946,
resolve,55,595614950,
deposit,81,1486006183,-457044967398943.0783
withdrawal,33,2299768130,-429086922213635.7687
deposit,40,852511326,241063185121068.4939
deposit,27,3902990358,-524022666040090.2896
deposit,98,602993499,-380114529452313.3807
dispute,57,2883697535,
deposit,12,3500481611,-315043241000049.2441
deposit,35,2572882773,-90145927964633.0846
resolve,81,3642362194,
deposit,14,3552163391,-279855098720409.7696
withdrawal,23,978319043,889501484569777.5847
dispute,31,2452694915,
deposit,95,4188453,-341778575298704.7174
withdrawal,59,3397733562,-298990671275462.4752
withdrawal,13,3166738586,729541996290572.1477
deposit,32,3628092426,-266933307046852.5776
resolve,84,626318846,
resolve,3,793962918,
withdrawal,98,1362903909,764048508389879.5916
dispute,5,2689841244,
withdrawal,30,3938531054,-80975722446121.3812
deposit,13,2555986169,373248721841657.1342
resolve,4,3158917516,
withdrawal,30,3782410238,809253260282390.5450
deposit,87,2850424774,-308399190451073.8082
dispute,42,2202781059,
withdrawal,12,2059790201,774087756048621.4953
deposit,34,2518626903,205058436869691.4071
dispute,96,312621941,
withdrawal,34,2101333645,-285693156141604.4803
resolve,18,1996297032,
dispute,33,324171813,
resolve,80,2465791961,
dispute,91,3578191340,
withdrawal,9,3953667690,16235771020754.7881
deposit,36,3436587623,-146686097317849.3960
dispute,54,742691326,
resolve,71,415247655,
resolve,42,2252495673,
deposit,44,587665248,132047869150102.1839
dispute,26,3952784361,
dispute,58,2602751497,
deposit,16,4207971007,-569196463873086.0573
resolve,94,468266728,
withdrawal,3,2774865745,-185314313395042.6838
resolve,63,1305554443,
resolve,82,1484923368,
withdrawal,8,2719273340,873528083882223.4049
deposit,10,1851362157,-809141130555065.9217
deposit,99,2663547992,633411977103360.8178
deposit,13,513150162,-678686483615287.2554
deposit,55,1571541418,-863811031431273.6702
resolve,87,2802705710,
resolve,75,3247363318,
deposit,58,1180219276,-129113311729081.5729
dispute,74,1763635782,
withdrawal,5,283250850,-193847980466169.6601
withdrawal,10,1369480914,-487930643064051.5170
resolve,58,864117158,
resolve,93,1556220058,
withdrawal,79,1509431225,122893798938208.7236
withdrawal,83,2251845247,-857561624199744.0135
dispute,75,2970349120,
deposit,13,3557086108,-750816414772710.6404
dispute,56,1663697387,
dispute,90,3238449374,
deposit,54,777641705,382742409235960.5807
withdrawal,87,2073781393,500328683892819.9642
resolve,46,3486133208,
deposit,60,4042000559,907311148946133.4371
dispute,56,2199282216,
deposit,85,2740468960,-276692843413928.8878
dispute,39,2859870633,
dispute,62,2986273011,
dispute,92,987381212,
deposit,42,2524156485,-256281596775674.8504
withdrawal,2,1398522044,10932600008425.6448
deposit,49,918949053,616876479069989.2093
resolve,19,703335774,
resolve,48,1750792050,
deposit,72,2101843106,63928621615649.9824
withdrawal,5,2097924305,-771507212903463.9340
withdrawal,38,2542251925,-34046866334452.4105
withdrawal,79,85724920,-848796830031679.4425
deposit,79,1829973767,281875599283277.3281
dispute,33,3612825308,
withdrawal,97,299862479,-15845668766162.8054
resolve,97,1304332332,
resolve,12,2284374314,
deposit,85,2741612916,-245177301321599.6824
